y
0,000
0,004
0,008
0,012
0,016
0,021
0,025
0,029
0,033
0,037
0,041
0,045
0,049
0,054
0,058
0,062
0,066
0,070
0,074
0,078
0,082
0,087
0,091
0,095
0,099
0,103
0,121
0,138
0,156
0,173
0,191
0,208
0,226
0,243
0,261
0,278
0,296
0,313
0,331
0,348
0,366
0,383
0,401
0,418
0,436
0,453
0,471
0,488
0,506
0,523
0,541
0,558
0,575
0,592
0,609
0,626
0,643
0,660
0,677
0,694
0,711
0,728
0,745
0,762
0,779
0,796
0,813
0,830
0,847
0,864
0,881
0,898
0,915
0,932
0,949
0,966
0,984
1,002
1,020
1,038
1,056
1,074
1,092
1,110
1,128
1,146
1,164
1,182
1,199
1,217
1,235
1,253
1,271
1,289
1,307
1,325
1,343
1,361
1,379
1,397
1,415
1,425
1,435
1,445
1,455
1,465
1,475
1,485
1,495
1,505
1,515
1,525
1,535
1,545
1,555
1,565
1,575
1,585
1,595
1,605
1,615
1,625
1,635
1,645
1,655
1,665
1,671
1,677
1,684
1,690
1,696
1,702
1,708
1,714
1,721
1,727
1,733
1,739
1,745
1,752
1,758
1,764
1,770
1,776
1,782
1,789
1,795
1,801
1,807
1,813
1,820
1,835
1,851
1,867
1,883
1,899
1,915
1,931
1,947
1,963
1,979
1,995
2,011
2,027
2,043
2,059
2,075
2,090
2,106
2,122
2,138
2,154
2,170
2,186
2,202
2,218
2,232
2,247
2,261
2,275
2,289
2,304
2,318
2,332
2,347
2,361
2,375
2,389
2,404
2,418
2,432
2,446
2,461
2,475
2,489
2,504
2,518
2,532
2,546
2,561
2,575
2,595
2,616
2,636
2,657
2,677
2,698
2,718
2,739
2,759
2,779
2,800
2,820
2,841
2,861
2,882
2,902
2,922
2,943
2,963
2,984
3,004
3,025
3,045
3,066
3,086
3,111
3,137
3,162
3,188
3,213
3,239
3,264
3,290
3,315
3,341
3,366
3,392
3,417
3,443
3,468
3,494
3,519
3,545
3,570
3,596
3,621
3,647
3,672
3,698
3,723
3,743
3,763
3,783
3,804
3,824
3,844
3,864
3,884
3,904
3,924
3,945
3,965
3,985
4,005
4,025
4,045
4,065
4,086
4,106
4,126
4,146
4,166
4,186
4,206
4,227
4,249
4,271
4,293
4,316
4,338
4,360
4,382
4,405
4,427
4,449
4,471
4,494
4,516
4,538
4,560
4,583
4,605
4,627
4,649
4,672
4,694
4,716
4,738
4,761
4,783
4,806
4,829
4,852
4,875
4,899
4,922
4,945
4,968
4,991
5,014
5,037
5,060
5,084
5,107
5,130
5,153
5,176
5,199
5,222
5,245
5,269
5,292
5,315
5,338
5,361
5,379
5,397
5,416
5,434
5,452
5,470
5,489
5,507
5,525
5,543
5,561
5,580
5,598
5,616
5,634
5,653
5,671
5,689
5,707
5,725
5,744
5,762
5,780
5,798
5,817
5,842
5,867
5,892
5,918
5,943
5,968
5,994
6,019
6,044
6,070
6,095
6,120
6,146
6,171
6,196
6,222
6,247
6,272
6,298
6,323
6,348
6,374
6,399
6,424
6,450
6,474
6,499
6,523
6,548
6,573
6,597
6,622
6,646
6,671
6,696
6,720
6,745
6,769
6,794
6,819
6,843
6,868
6,892
6,917
6,942
6,966
6,991
7,015
7,040
7,065
7,084
7,103
7,122
7,141
7,161
7,180
7,199
7,218
7,237
7,257
7,276
7,295
7,314
7,334
7,353
7,372
7,391
7,410
7,430
7,449
7,468
7,487
7,507
7,526
7,545
7,564
7,582
7,601
7,620
7,638
7,657
7,676
7,694
7,713
7,732
7,750
7,769
7,788
7,806
7,825
7,844
7,862
7,881
7,900
7,918
7,937
7,956
7,974
7,993
8,012
8,028
8,044
8,060
8,076
8,093
8,109
8,125
8,141
8,157
8,174
8,190
8,206
8,222
8,238
8,255
8,271
8,287
8,303
8,319
8,336
8,352
8,368
8,384
8,400
8,417
8,433
8,450
8,467
8,484
8,501
8,518
8,535
8,551
8,568
8,585
8,602
8,619
8,636
8,653
8,669
8,686
8,703
8,720
8,737
8,754
8,771
8,787
8,804
8,821
8,838
8,860
8,883
8,905
8,928
8,950
8,972
8,995
9,017
9,040
9,062
9,084
9,107
9,129
9,152
9,174
9,196
9,219
9,241
9,264
9,286
9,308
9,331
9,353
9,376
9,398
9,420
9,442
9,464
9,486
9,508
9,530
9,552
9,574
9,596
9,618
9,640
9,662
9,684
9,706
9,728
9,750
9,772
9,794
9,816
9,838
9,860
9,882
9,904
9,926
9,948
9,974
10,000
10,027
10,053
10,079
10,105
10,131
10,158
10,184
10,210
10,236
10,262
10,289
10,315
10,341
10,367
10,393
10,420
10,446
10,472
10,498
10,524
10,551
10,577
10,603
10,629
10,656
10,682
10,708
10,734
10,761
10,787
10,813
10,840
10,866
10,892
10,918
10,945
10,971
10,997
11,023
11,050
11,076
11,102
11,129
11,155
11,181
11,207
11,234
11,260
